compound_name,cas_number,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id,,
Liuwei dihuang wan,,Caenorhabditis elegans,N2,4.2 g/L,12.6,,,S,24952637,,
Shengmai yin,,Caenorhabditis elegans,N2,48.0 g/L,47.3,,,S,24952637,,
Shiquan dabu wan,,Caenorhabditis elegans,N2,6.2 g/L,14.5,,,S,24952637,,
Caffeic acid phenethylester,104594-70-9,Caenorhabditis elegans,,,9,17,,S,24964141,,
Emblica officinalis,90028-28-7,Drosophila melanogaster,,20 ml,5.9,,,S,24967413,,
Emblica officinalis,90028-28-7,Drosophila melanogaster,,30 ml,5.9,,,S,24967413,,
Turmeric powder,,Drosophila melanogaster,,5 g/L,17.6,,,S,24967413,,
Turmeric powder,,Drosophila melanogaster,,7 g/L,17.6,,,S,24967413,,
Turmeric powder,,Drosophila melanogaster,,2.5 g/L,2.9,,,S,24967413,,
Green tea polyphenols,,Drosophila melanogaster,w1118,10 mg/ml,19,,Male,S,25058464,,
D-beta-hydroxybutyrate,625-72-9,Caenorhabditis elegans,N2,20 mM,26,,,S,25127866,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,50 µM,3,,Female,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,50 µM,-1,,Male,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,25 µM,9,,Female,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,25 µM,4,,Male,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,5 µM,2,,Male,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,10 µM,19,,Male,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,10 µM,34,,Female,O,25173182,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,5 µM,6,,Female,O,25173182,,
Astragalus polysaccharide,89250-26-0,Caenorhabditis elegans,N2,50 µg/ml,7,,,NS,25186652,,
Astragalus polysaccharide,89250-26-0,Caenorhabditis elegans,N2,400 µg/ml,19.6,,,S,25186652,,
Astragalus polysaccharide,89250-26-0,Caenorhabditis elegans,N2,100 µg/ml,22.8,,,S,25186652,,
Astragalus polysaccharide,89250-26-0,Caenorhabditis elegans,N2,200 µg/ml,20.7,,,S,25186652,,
Astragalus polysaccharide,89250-26-0,Caenorhabditis elegans,N2,600 µg/ml,30.8,,,S,25186652,,
Astragalus polysaccharide,89250-26-0,Caenorhabditis elegans,N2,200 µg/ml,24.7,,,S,25186652,,
"Bis(1-hydroxy-2,2,6,6-tetramethyl-4-piperidinyl)-decandioate",30538-92-2,Aeolosoma viride,,2.5 µM,98.6,,,S,25190068,,
"Bis(1-hydroxy-2,2,6,6-tetramethyl-4-piperidinyl)-decandioate",30538-92-2,Aeolosoma viride,,1.25 µM,157.3,,,S,25190068,,
EUK-134,81065-76-1,Aeolosoma viride,,3.1 µM,48.8,,,S,25190068,,
EUK-134,81065-76-1,Aeolosoma viride,,12.5 µM,20.2,,,S,25190068,,
EUK-134,81065-76-1,Aeolosoma viride,,1.6 µM,26.4,,,S,25190068,,
Mulberry leaf polyphenols,,Caenorhabditis elegans,N2,25 mg/mL,22.5,,,S,25323576,,
Acanthopanax sessiliflorus stem extract,,Caenorhabditis elegans,N2,500 mg/L,18,20,,S,25324932,,
Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,3.5 g/kg diet,12,,Male,S,25380600,,
Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,1.5 g/kg diet,-1,,MALE,NS,25380600,,
Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,2.5 g/kg diet,7.7,,MALE,NS,25380600,,
Nordihydroguaiaretic acid,500-38-9,Drosophila melanogaster,Oregon-R-C,3 mg/ml,23,,,S,25380600,,
Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,4.5 g/kg diet,1.2,,MALE,NS,25380600,,
Nordihydroguaiaretic acid,500-38-9,Drosophila melanogaster,Oregon-R-C,1 mg/ml,,,,NS,25380600,,
Myriocin,35891-70-4,Caenorhabditis elegans,N2,30 µM,31.25,26.06,,S,25437839,,
C75,218137-86-1,Caenorhabditis elegans,N2,30 µM,-6.25,-4.34,,S,25437839,,
D-Erythro-MAPP,60847-25-8,Caenorhabditis elegans,N2,30 µM,-6.25,-4.34,,S,25437839,,
PDMP,73257-80-4,Caenorhabditis elegans,N2,30 µM,37.5,39.13,,S,25437839,,
D609,83373-60-8,Caenorhabditis elegans,N2,30 µM,25,26.08,,S,25437839,,
G109,163972-12-1,Caenorhabditis elegans,N2,30 µM,6.25,-8.69,,S,25437839,,
Royalactin,,Caenorhabditis elegans,N2,0.04 µg/ml,26.8,,,S,25456847,,
Royalactin,,Caenorhabditis elegans,N2,0.4 µg/ml,29.1,,,S,25456847,,
Royalactin,,Caenorhabditis elegans,N2,1.6 µg/ml,33.9,,,S,25456847,,
Cinnamon Extract,,Drosophila melanogaster,w1118,75 mg/ml,37,,Female,S,25456850,,
Cinnamon Extract,,Drosophila melanogaster,w1118,25 mg/ml,17,,Male,S,25456850,,
Ibuprofen,15687-27-1,Caenorhabditis elegans,N2,0.01 mM,4.63,,HERMAPHRODITE,S,25521617,,
Ibuprofen,15687-27-1,Caenorhabditis elegans,N2,0.025 mM,9.67,,HERMAPHRODITE,S,25521617,,
Ibuprofen,15687-27-1,Caenorhabditis elegans,N2,0.05 mM,7.13,,HERMAPHRODITE,S,25521617,,
Ibuprofen,15687-27-1,Caenorhabditis elegans,N2,0.1 mM,10.51,,HERMAPHRODITE,S,25521617,,
Ibuprofen,15687-27-1,Caenorhabditis elegans,N2,0.2 mM,7.39,,HERMAPHRODITE,NS,25521617,,
Ibuprofen,15687-27-1,Caenorhabditis elegans,N2,0.4 mM,6.96,,HERMAPHRODITE,S,25521617,,
Ibuprofen,15687-27-1,Drosophila melanogaster,Canton-S,0.3 μM,1.02,,MALE,NS,25521617,,
Ibuprofen,15687-27-1,Drosophila melanogaster,Canton-S,0.5 μM,9.65,,MALE,NS,25521617,,
Ibuprofen,15687-27-1,Drosophila melanogaster,Canton-S,1 μM,3.69,,MALE,NS,25521617,,
Ibuprofen,15687-27-1,Drosophila melanogaster,Canton-S,0.3 μM,4.07,,FEMALE,NS,25521617,,
Ibuprofen,15687-27-1,Drosophila melanogaster,Canton-S,0.5 μM,9.75,,FEMALE,S,25521617,,
Ibuprofen,15687-27-1,Drosophila melanogaster,Canton-S,1 μM,0.17,,FEMALE,NS,25521617,,
Edetate Calcium Disodium,23411-34-9,Caenorhabditis elegans,N2,,21.4,,,S,25554795,,
Dibromoacetic acid,631-64-1,Caenorhabditis elegans,N2,100 µM,14.6,,,S,25556763,,
N-nitrosodimethylamine,62-75-9,Caenorhabditis elegans,N2,50 µM,5.5,,,S,25556763,,
Pomegrenate juice,,Drosophila melanogaster,Canton S,0.1,8,,Female,S,25566518,,
Pomegrenate juice,,Drosophila melanogaster,Canton S,0.1,18,,Male,S,25566518,,
Resveratrol,501-36-0,Nothobranchius guentheri,TZ 97-2,200 µg/g,14,,Female,S,25569124,,
Resveratrol,501-36-0,Nothobranchius guentheri,TZ 97-2,200 µg/g,19,,Male,S,25569124,,
Ivabradine,155974-00-8,Mus musculus,C57BL/6J,50 mg/kg/day,6.2,,Male,S,25589054,,
Genistein,446-72-0,Caenorhabditis elegans,N2,50 µM,10,,,S,25593647,,
Genistein,446-72-0,Caenorhabditis elegans,N2,100 µM,27.9,,,S,25593647,,
Specioside,72514-90-0,Caenorhabditis elegans,N2,25 µM,15.5,,,S,25619942,,
Specioside,72514-90-0,Caenorhabditis elegans,N2,50 µM,11.8,,,S,25619942,,
Specioside,72514-90-0,Caenorhabditis elegans,N2,5 µM,8.9,,,S,25619942,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,15.5,10.4,Female,S,25628774,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,1,5.1,Female,NS,25628774,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,5.7,3.1,Male,NS,25628774,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,5.3,4.7,Female,NS,25628774,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,16.8,14,Male,S,25628774,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,3.2,2.9,Male,NS,25628774,,
Proanthocyanidins from Kunlun Chrysanthemum flowers,,Drosophila melanogaster,Oregon R+,,13.9,8.9,Male,S,25628774,,
Agmatine,306-60-5,Caenorhabditis elegans,N2,100 µM,1,,,NS,25643626,,
Agmatine,306-60-5,Caenorhabditis elegans,N2,1 mM,16,,,S,25643626,,
Agmatine,306-60-5,Caenorhabditis elegans,N2,10 mM,-20,,,S,25643626,,
Alanine,302-72-7,Caenorhabditis elegans,N2,5 mM,4,,,NS,25643626,,
Alanine,302-72-7,Caenorhabditis elegans,N2,1 mM,8,,,S,25643626,,
Alanine,302-72-7,Caenorhabditis elegans,N2,10 mM,11,,,S,25643626,,
Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,100 µM,10,,,S,25643626,,
Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,10 mM,7,,,NS,25643626,,
Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,5 mM,11,,,S,25643626,,
Arginine,74-79-3,Caenorhabditis elegans,N2,1 mM,8,,,S,25643626,,
Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,1 mM,15,,,S,25643626,,
Arginine,74-79-3,Caenorhabditis elegans,N2,10 mM,15,,,S,25643626,,
Asparagine,70-47-3,Caenorhabditis elegans,N2,1 mM,1,,,NS,25643626,,
Asparagine,70-47-3,Caenorhabditis elegans,N2,10 mM,-25,,,S,25643626,,
Asparagine,70-47-3,Caenorhabditis elegans,N2,5 mM,5,,,S,25643626,,
Beta-alanine,107-95-9,Caenorhabditis elegans,N2,5 mM,5,,,NS,25643626,,
Beta-alanine,107-95-9,Caenorhabditis elegans,N2,1 mM,13,,,S,25643626,,
Caprylate,74-81-7,Caenorhabditis elegans,N2,100 µM,1,,,NS,25643626,,
Caprylate,74-81-7,Caenorhabditis elegans,N2,1 mM,7,,,S,25643626,,
Arginine,74-79-3,Caenorhabditis elegans,N2,5 mM,11,,,S,25643626,,
Caprylate,74-81-7,Caenorhabditis elegans,N2,10 mM,-18,,,S,25643626,,
Caprylate,74-81-7,Caenorhabditis elegans,N2,5 mM,-5,,,S,25643626,,
Citrate,126-44-3,Caenorhabditis elegans,N2,10 mM,-2,,,NS,25643626,,
Carnosine,305-84-0,Caenorhabditis elegans,N2,100 µM,4,,,S,25643626,,
Carnosine,305-84-0,Caenorhabditis elegans,N2,10 µM,1,,,NS,25643626,,
Betaine,107-43-7,Caenorhabditis elegans,N2,1 mM,9,,,S,25643626,,
Creatine,57-00-1,Caenorhabditis elegans,N2,5 mM,-20,,,S,25643626,,
Creatine,57-00-1,Caenorhabditis elegans,N2,1 mM,-4,,,S,25643626,,
Creatine,57-00-1,Caenorhabditis elegans,N2,10 mM,-18,,,S,25643626,,
Cysteine,52-90-4,Caenorhabditis elegans,N2,1 mM,9,,,S,25643626,,
Cysteine,52-90-4,Caenorhabditis elegans,N2,5 mM,16,,,S,25643626,,
Carnosine,305-84-0,Caenorhabditis elegans,N2,1 mM,11,,,S,25643626,,
Cysteine,52-90-4,Caenorhabditis elegans,N2,10 mM,2,,,NS,25643626,,
D-alanine,338-69-2,Caenorhabditis elegans,N2,10 mM,16,,,S,25643626,,
D-alanine,338-69-2,Caenorhabditis elegans,N2,1 mM,14,,,S,25643626,,
D-aspartate,1783-96-6,Caenorhabditis elegans,N2,1 mM,7,,,NS,25643626,,
D-alanine,338-69-2,Caenorhabditis elegans,N2,5 mM,16,,,S,25643626,,
D-aspartate,1783-96-6,Caenorhabditis elegans,N2,10 mM,8,,,S,25643626,,
D-glutamate,6893-26-1,Caenorhabditis elegans,N2,10 mM,-3,,,NS,25643626,,
D-aspartate,1783-96-6,Caenorhabditis elegans,N2,5 mM,18,,,S,25643626,,
D-glutamate,6893-26-1,Caenorhabditis elegans,N2,1 mM,14,,,S,25643626,,
D-glutamate,6893-26-1,Caenorhabditis elegans,N2,5 mM,18,,,S,25643626,,
DL-isocitrate,,Caenorhabditis elegans,N2,10 mM,-28,,,S,25643626,,
DL-isocitrate,,Caenorhabditis elegans,N2,1 mM,3,,,NS,25643626,,
DL-isocitrate,,Caenorhabditis elegans,N2,5 mM,13,,,S,25643626,,
DL-lactate,113-21-3,Caenorhabditis elegans,N2,5 mM,6,,,S,25643626,,
Galactose,10257-28-0,Caenorhabditis elegans,N2,1 mM,1,,,NS,25643626,,
DL-lactate,113-21-3,Caenorhabditis elegans,N2,10 mM,2,,,NS,25643626,,
Galactose,10257-28-0,Caenorhabditis elegans,N2,10 mM,6,,,S,25643626,,
DL-lactate,113-21-3,Caenorhabditis elegans,N2,1 mM,3,,,NS,25643626,,
Gluconate,133-42-6,Caenorhabditis elegans,N2,5 mM,17,,,S,25643626,,
Gluconate,133-42-6,Caenorhabditis elegans,N2,10 mM,16,,,S,25643626,,
Gluconate,133-42-6,Caenorhabditis elegans,N2,1 mM,8,,,S,25643626,,
Glutamate,25513-46-6,Caenorhabditis elegans,N2,1 mM,14,,,S,25643626,,
Glutamate,25513-46-6,Caenorhabditis elegans,N2,10 mM,-8,,,S,25643626,,
Glutamine,56-85-9,Caenorhabditis elegans,N2,1 mM,15,,,S,25643626,,
Glutamate,25513-46-6,Caenorhabditis elegans,N2,5 mM,11,,,S,25643626,,
Glutamine,56-85-9,Caenorhabditis elegans,N2,10 mM,-6,,,S,25643626,,
Glycerol,56-81-5,Caenorhabditis elegans,N2,10 mM,21,,,S,25643626,,
Glutamine,56-85-9,Caenorhabditis elegans,N2,5 mM,16,,,S,25643626,,
Glycine,56-40-6,Caenorhabditis elegans,N2,5 mM,3,,,NS,25643626,,
Glycine,56-40-6,Caenorhabditis elegans,N2,1 mM,10,,,S,25643626,,
Glycine,56-40-6,Caenorhabditis elegans,N2,10 mM,-4,,,NS,25643626,,
Histidine,71-00-1,Caenorhabditis elegans,N2,5 mM,10,,,S,25643626,,
Histidine,71-00-1,Caenorhabditis elegans,N2,1 mM,4,,,NS,25643626,,
Histidine,71-00-1,Caenorhabditis elegans,N2,5 mM,9,,,S,25643626,,
Histidine,71-00-1,Caenorhabditis elegans,N2,10 mM,12,,,S,25643626,,
Homocysteine,454-29-5,Caenorhabditis elegans,N2,5 mM,7,,,S,25643626,,
Inositol,87-89-8,Caenorhabditis elegans,N2,1 mM,3,,,S,25643626,,
Inositol,87-89-8,Caenorhabditis elegans,N2,10 mM,17,,,S,25643626,,
Isoleucine,73-32-5,Caenorhabditis elegans,N2,1 mM,3,,,NS,25643626,,
Isoleucine,73-32-5,Caenorhabditis elegans,N2,5 mM,3,,,NS,25643626,,
Leucine,61-90-5,Caenorhabditis elegans,N2,1 mM,16,,,S,25643626,,
Isoleucine,73-32-5,Caenorhabditis elegans,N2,10 mM,3,,,S,25643626,,
Leucine,61-90-5,Caenorhabditis elegans,N2,5 mM,6,,,S,25643626,,
Leucine,61-90-5,Caenorhabditis elegans,N2,10 mM,7,,,S,25643626,,
L-histidine methyl ester,1499-46-3,Caenorhabditis elegans,N2,100 µM,8,,,S,25643626,,
L-histidine methyl ester,1499-46-3,Caenorhabditis elegans,N2,1 mM,9,,,S,25643626,,
Homocysteine,454-29-5,Caenorhabditis elegans,N2,1 mM,13,,,S,25643626,,
L-histidine methyl ester,1499-46-3,Caenorhabditis elegans,N2,10 mM,4,,,NS,25643626,,
L-theanine,3081-61-6,Caenorhabditis elegans,N2,100 µM,14,,,S,25643626,,
L-theanine,3081-61-6,Caenorhabditis elegans,N2,1 mM,8,,,S,25643626,,
L-theanine,3081-61-6,Caenorhabditis elegans,N2,5 mM,10,,,S,25643626,,
Lysine,56-87-1,Caenorhabditis elegans,N2,5 mM,8,,,S,25643626,,
L-theanine,3081-61-6,Caenorhabditis elegans,N2,10 mM,-15,,,S,25643626,,
Lysine,56-87-1,Caenorhabditis elegans,N2,10 mM,6,,,S,25643626,,
Lysine,56-87-1,Caenorhabditis elegans,N2,1 mM,7,,,S,25643626,,
Methionine,63-68-3,Caenorhabditis elegans,N2,5 mM,8,,,S,25643626,,
Methionine,63-68-3,Caenorhabditis elegans,N2,1 mM,4,,,NS,25643626,,
N-acetyl-l-histidine,01/02/2497,Caenorhabditis elegans,N2,100 µM,3,,,NS,25643626,,
N-acetyl-l-histidine,01/02/2497,Caenorhabditis elegans,N2,10 mM,10,,,NS,25643626,,
Ornithine,70-26-8,Caenorhabditis elegans,N2,100 µM,3,,,NS,25643626,,
Ornithine,70-26-8,Caenorhabditis elegans,N2,1 mM,8,,,S,25643626,,
Ornithine,70-26-8,Caenorhabditis elegans,N2,10 mM,-10,,,S,25643626,,
Methionine,63-68-3,Caenorhabditis elegans,N2,10 mM,14,,,S,25643626,,
N-acetyl-l-histidine,01/02/2497,Caenorhabditis elegans,N2,1 mM,12,,,S,25643626,,
Phosphoenolpyruvate,138-08-9,Caenorhabditis elegans,N2,1 mM,12,,,S,25643626,,
Phosphoenolpyruvate,138-08-9,Caenorhabditis elegans,N2,10 mM,8,,,S,25643626,,
Picolinic acid,98-98-6,Caenorhabditis elegans,N2,1 mM,7,,,S,25643626,,
Phosphoenolpyruvate,138-08-9,Caenorhabditis elegans,N2,5 mM,12,,,S,25643626,,
Proline,37159-97-0,Caenorhabditis elegans,N2,1 mM,17,,,S,25643626,,
Proline,37159-97-0,Caenorhabditis elegans,N2,5 mM,8,,,S,25643626,,
Proline,37159-97-0,Caenorhabditis elegans,N2,5 mM,19,,,S,25643626,,
Putrescine,110-60-1,Caenorhabditis elegans,N2,1 mM,10,,,S,25643626,,
Putrescine,110-60-1,Caenorhabditis elegans,N2,10 mM,-13,,,S,25643626,,
Ribose,10257-32-6,Caenorhabditis elegans,N2,1 mM,9,,,S,25643626,,
Ribose,10257-32-6,Caenorhabditis elegans,N2,5 mM,9,,,S,25643626,,
Putrescine,110-60-1,Caenorhabditis elegans,N2,100 µM,1,,,NS,25643626,,
Proline,37159-97-0,Caenorhabditis elegans,N2,10 mM,18,,,S,25643626,,
Serine,56-45-1,Caenorhabditis elegans,N2,10 mM,9,,,S,25643626,,
Ribose,10257-32-6,Caenorhabditis elegans,N2,10 mM,1,,,NS,25643626,,
Serine,56-45-1,Caenorhabditis elegans,N2,1 mM,8,,,S,25643626,,
Serine,56-45-1,Caenorhabditis elegans,N2,5 mM,18,,,S,25643626,,
Succinate,56-14-4,Caenorhabditis elegans,N2,10 mM,4,,,NS,25643626,,
Serine,56-45-1,Caenorhabditis elegans,N2,10 mM,22,,,S,25643626,,
Succinate,56-14-4,Caenorhabditis elegans,N2,5 mM,10,,,S,25643626,,
Succinate,56-14-4,Caenorhabditis elegans,N2,1 mM,11,,,S,25643626,,
Taurine,107-35-7,Caenorhabditis elegans,N2,1 mM,11,,,S,25643626,,
Taurine,107-35-7,Caenorhabditis elegans,N2,5 mM,6,,,S,25643626,,
Taurine,107-35-7,Caenorhabditis elegans,N2,10 mM,-4,,,S,25643626,,
Threonine,72-19-5,Caenorhabditis elegans,N2,5 mM,3,,,NS,25643626,,
Tryptophan,73-22-3,Caenorhabditis elegans,N2,1 mM,14,,,S,25643626,,
Threonine,72-19-5,Caenorhabditis elegans,N2,10 mM,8,,,S,25643626,,
Threonine,72-19-5,Caenorhabditis elegans,N2,1 mM,0,,,S,25643626,,
Tryptophan,73-22-3,Caenorhabditis elegans,N2,5 mM,6,,,S,25643626,,
Tryptophan,73-22-3,Caenorhabditis elegans,N2,1 mM,9,,,S,25643626,,
Tyrosine,60-18-4,Caenorhabditis elegans,N2,10 mM,2,,,NS,25643626,,
Tryptophan,73-22-3,Caenorhabditis elegans,N2,10 mM,1,,,NS,25643626,,
Tyrosine,60-18-4,Caenorhabditis elegans,N2,1 mM,10,,,S,25643626,,
Tyrosine,60-18-4,Caenorhabditis elegans,N2,5 mM,5,,,S,25643626,,
Valine,72-18-4,Caenorhabditis elegans,N2,1 mM,13,,,NS,25643626,,
Valine,72-18-4,Caenorhabditis elegans,N2,5 mM,8,,,S,25643626,,
Xylose,50855-32-8,Caenorhabditis elegans,N2,10 mM,6,,,S,25643626,,
Valine,72-18-4,Caenorhabditis elegans,N2,10 mM,-1,,,S,25643626,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,5 µM,42.6,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,1 µM,34.8,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,50 µM,37.9,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,200 µM,43.4,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,100 µM,49.2,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,10 µM,45.3,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,20 µM,50.8,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,50 µM,55.8,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,50 µM,45.4,,,S,25720500,,
Rifampicin,13292-46-1,Caenorhabditis elegans,N2,30 µM,56.1,,,S,25720500,,
Rifamycin SV,6998-60-3,Caenorhabditis elegans,N2,50 µM,20.9,,,S,25720500,,
10-hydroxy-2-decenoic Acid,765-01-5,Caenorhabditis elegans,N2,25 µM,10,14,,S,25789174,,
Aspirin,50-78-2,Acheta domesticus,,2.263x10^4 g aspirin/g food,49,,Female,S,25833406,,
Aspirin,50-78-2,Acheta domesticus,,5.65x10^5 g aspirin/g food,67,,Male,S,25833406,,
Aspirin,50-78-2,Acheta domesticus,,2.263x10^4 g aspirin/g food,77,,Male,S,25833406,,
Aspirin,50-78-2,Acheta domesticus,,5.65x10^5 g aspirin/g food,52,,Female,S,25833406,,
Aspirin,50-78-2,Acheta domesticus,,5.65x10^5 g aspirin/g food,134,,,S,25833406,,
Metformin,657-24-9,Acheta domesticus,,1.78x10^3 g metformin/g diet,39,,Male,S,25833406,,
Metformin,657-24-9,Acheta domesticus,,1.78x10^3 g metformin/g diet,79,,,S,25833406,,
Aspirin,50-78-2,Acheta domesticus,,2.263x10^4 g aspirin/g food,111,,,S,25833406,,
Resveratrol,501-36-0,Anopheles stephensi,,50 µM,-5.74,-6.89,FEMALE,S,25848933,,
Resveratrol,501-36-0,Anopheles stephensi,,100 µM,6.88,-6.11,FEMALE,NS,25848933,,
Resveratrol,501-36-0,Anopheles stephensi,,200 µM,2.92,-12.28,FEMALE,NS,25848933,,
Garlic extract,539-86-6,Caenorhabditis elegans,N2,50 ppm,21,,,S,25940980,,
Recombinant buckwheat trypsin inhibitor,,Caenorhabditis elegans,N2,5 µM,15.6,,,S,25959406,,
Curcumin,458-37-7,Caenorhabditis elegans,N2,100 µM,22.5,,,S,25959406,,
Recombinant buckwheat trypsin inhibitor,,Caenorhabditis elegans,N2,2.5 µM,7.5,,,S,25959406,,
Soybean trypsin inhibitor,,Caenorhabditis elegans,N2,5 µM,8.7,,,S,25959406,,
Recombinant buckwheat trypsin inhibitor,,Caenorhabditis elegans,N2,10 µM,23.7,,,S,25959406,,
Soybean trypsin inhibitor,,Caenorhabditis elegans,N2,10 µM,10.4,,,S,25959406,,
Dehydroabietic acid,1740-19-8,Caenorhabditis elegans,N2,50 µM,4.8,8.3,,NS,25976661,,
Dehydroabietic acid,1740-19-8,Caenorhabditis elegans,N2,1 µM,10.3,16.7,,S,25976661,,
Dehydroabietic acid,1740-19-8,Caenorhabditis elegans,N2,10 µM,11.8,18.1,,S,25976661,,
Dehydroabietic acid,1740-19-8,Caenorhabditis elegans,N2,10 µM,12.8,20,,S,25976661,,
Dehydroabietic acid,1740-19-8,Caenorhabditis elegans,N2,10 µM,15.5,16.7,,S,25976661,,
Resveratrol,501-36-0,Caenorhabditis elegans,N2,10 µM,12.8,9.1,,S,25976661,,
Resveratrol,501-36-0,Caenorhabditis elegans,N2,50 µM,15.4,14.3,,S,25976661,,
Resveratrol,501-36-0,Caenorhabditis elegans,N2,1 µM,6.3,9.1,,NS,25976661,,
Echinacoside,82854-37-3,Caenorhabditis elegans,N2,150 µM,7.6,,,S,26027643,,
Echinacoside,82854-37-3,Caenorhabditis elegans,N2,300 µM,15.82,,,S,26027643,,
Echinacoside,82854-37-3,Caenorhabditis elegans,N2,600 µM,9.47,,,S,26027643,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,2 mM,5.2,9.5,,NS,26039957,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,1 mM,6.1,9.5,,NS,26039957,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,2 mM,27.1,23.5,,S,26039957,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,5 mM,14.6,19,,NS,26039957,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,1 mM,28.1,17.6,,S,26039957,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,5 mM,30.5,47.1,,S,26039957,,
Otophylloside B,,Caenorhabditis elegans,N2,50 µM,30,,,S,26112394,,
Trametinib,871700-17-3,Drosophila melanogaster,white Dahomey,15.6 µM,12,,,S,26119340,,
Beta-Guanidinopropionic acid,353-09-3,Drosophila melanogaster,w1118,900 mM,9.1,,Male,S,26120775,,
Beta-Guanidinopropionic acid,353-09-3,Drosophila melanogaster,w1118,900 mM,13.3,,Female,S,26120775,,
Curcumin,458-37-7,Drosophila melanogaster,Ra,100 mM,25.5,0,Female,S,26136617,,
Curcumin,458-37-7,Drosophila melanogaster,Ra,100 mM,-17,-3,Female,S,26136617,,
Curcumin,458-37-7,Drosophila melanogaster,Ra,100 mM,-23.4,,Female,S,26136617,,
Sodium butyrate,156-54-7,Drosophila melanogaster,Ra,10 mM,14.6,9.1,Female,S,26136617,,
Sodium butyrate,156-54-7,Drosophila melanogaster,Ra,10 mM,8.3,12,Female,S,26136617,,
Curcumin,458-37-7,Drosophila melanogaster,Ra,100 mM,46.8,38,Female,S,26136617,,
(Iso)lappaol A,,Caenorhabditis elegans,N2,100 µM,11.2,,,S,26141518,,
Arctigenin,7770-78-7,Caenorhabditis elegans,N2,10 µM,6.7,,,S,26141518,,
Arctigenin,7770-78-7,Caenorhabditis elegans,N2,100 µM,13.7,,,S,26141518,,
Arctiin,20362-31-6,Caenorhabditis elegans,N2,10 µM,8.9,,,S,26141518,,
Arctiin,20362-31-6,Caenorhabditis elegans,N2,100 µM,15.3,,,S,26141518,,
Lappaol C,64855-00-1,Caenorhabditis elegans,N2,10 µM,11.3,,,S,26141518,,
Matairesinol,580-72-3,Caenorhabditis elegans,N2,10 µM,14,,,S,26141518,,
Matairesinol,580-72-3,Caenorhabditis elegans,N2,100 µM,25,,,S,26141518,,
Lappaol F,69394-17-8,Caenorhabditis elegans,N2,100 µM,12.5,,,S,26141518,,
Lappaol C,64855-00-1,Caenorhabditis elegans,N2,100 µM,11.5,,,S,26141518,,
Icariin,489-32-7,Mus musculus,C57BL/6J,0.02% in food,8,6,Male,NS,26145038,,
Icariin in Epimedium Flavonoid,,Mus musculus,C57BL/6J,0.06% in food,4,3,,NS,26145038,,
